User,FitnessLevel,RecoveryRate,WorkoutGoal,Age,Gender,Set,Rep,RepSpeed,ForceOutput,HeartRate,GripStrength,FatigueLevel,VelocityLoss,work_capacity,set_id,cumulative_work,cumulative_reps,cumulative_sets,set_avg_speed,set_speed_std,set_min_speed,set_avg_force,set_force_std,set_min_force,set_avg_hr,set_max_hr,set_avg_vel_loss,set_avg_recovery,rolling_velocity_3,velocity_decay_3,rolling_force_3,force_decay_3,rolling_recovery_3,fatigue_accumulation_3,rolling_velocity_5,velocity_decay_5,rolling_force_5,force_decay_5,rolling_recovery_5,fatigue_accumulation_5,rolling_velocity_10,velocity_decay_10,rolling_force_10,force_decay_10,rolling_recovery_10,fatigue_accumulation_10,set_fatigue_progression,inter_set_recovery
7,Intermediate,0.8291287407115177,Endurance,32,Male,1,1,0.8467851833862412,145.22252107686805,81.0,44.88,Low,3.719608098370214,122.972279141888,32,122.972279141888,1,1,0.653660766104278,0.12872358196058592,0.5328021292538702,176.71420510527886,22.999642706235846,139.46235629381306,89.16666666666667,95.0,25.67806337899366,0.8291287407115177,0.8467851833862412,,145.22252107686805,,0.8291287407115177,1.0,0.8467851833862412,,145.22252107686805,,0.8291287407115177,1.0,0.8467851833862412,,145.22252107686805,,0.8291287407115177,1.0,,
60,Intermediate,0.7446277297440118,Hypertrophy,30,Male,3,6,0.4119383718368474,216.80885527164935,100.0,20.680000000000003,High,31.39274840507583,89.31188684041392,288,89.31188684041392,6,3,0.4583967134521776,0.06982855311241408,0.3890650310317188,207.98664850374405,13.420205606816634,177.1631023434254,96.18181818181819,100.0,23.65523388883095,0.7446277297440118,0.4119383718368474,,216.80885527164935,,0.7446277297440118,1.0,0.4119383718368474,,216.80885527164935,,0.7446277297440118,1.0,0.4119383718368474,,216.80885527164935,,0.7446277297440118,1.0,,
124,Beginner,1.2960847867663874,Hypertrophy,26,Male,2,2,0.658930976956753,166.3800418748799,84.0,34.760000000000005,Low,14.291015048299846,109.63296353872009,592,109.63296353872009,2,2,0.5376685508592054,0.12148526271042717,0.406759602515874,180.2214218722301,12.536303375525954,159.42222533305755,93.8125,102.0,30.06395609533077,1.2960847867663874,0.658930976956753,,166.3800418748799,,1.2960847867663874,1.0,0.658930976956753,,166.3800418748799,,1.2960847867663874,1.0,0.658930976956753,,166.3800418748799,,1.2960847867663874,1.0,,
149,Advanced,1.1984389240503297,Endurance,25,Male,3,5,0.4123759882162211,187.06309641468593,105.0,22.0,High,32.700979608265925,77.14032924279236,713,77.14032924279236,5,3,0.36964312075337524,0.101039279470067,0.2813516852331168,209.8903073729092,31.536746472283586,143.59908619969025,105.66666666666667,110.0,39.67490680324951,1.1984389240503297,0.4123759882162211,,187.06309641468593,,1.1984389240503297,1.0,0.4123759882162211,,187.06309641468593,,1.1984389240503297,1.0,0.4123759882162211,,187.06309641468593,,1.1984389240503297,1.0,,
41,Advanced,0.9373135681351163,Strength,18,Male,1,9,0.7725546075804396,163.24620973938923,92.0,34.32000000000001,High,34.472924942455656,126.11661150420798,196,126.11661150420798,9,1,0.8906474250288018,0.1422664774366418,0.7725546075804396,146.03301850920386,21.14621345440068,102.72426032803216,85.44444444444444,92.0,24.456446059582657,0.9373135681351165,0.7725546075804396,,163.24620973938923,,0.9373135681351163,1.0,0.7725546075804396,,163.24620973938923,,0.9373135681351163,1.0,0.7725546075804396,,163.24620973938923,,0.9373135681351163,1.0,,
44,Intermediate,1.030035936019222,Strength,30,Male,1,6,0.7692477219097782,172.8019863915802,85.0,38.28,Moderate,20.32917809662709,132.92753437320755,211,132.92753437320755,6,1,0.7488978255847399,0.11795122112269879,0.6024890580414309,160.48418806969613,20.48749502503655,123.41769798805834,85.86666666666666,94.0,22.436812503186154,1.030035936019222,0.7692477219097782,,172.8019863915802,,1.030035936019222,1.0,0.7692477219097782,,172.8019863915802,,1.030035936019222,1.0,0.7692477219097782,,172.8019863915802,,1.030035936019222,1.0,,
100,Intermediate,1.0140204373436712,Hypertrophy,33,Female,1,9,0.5797634416093946,176.96264882255332,92.0,31.200000000000003,High,39.2472667169264,102.5964743176782,479,102.5964743176782,9,1,0.7716204500584254,0.11248677023473612,0.5797634416093946,155.9535485631771,29.28668875375405,118.88279656227124,83.61538461538461,92.0,19.142795088918373,1.0140204373436712,0.5797634416093946,,176.96264882255332,,1.0140204373436712,1.0,0.5797634416093946,,176.96264882255332,,1.0140204373436712,1.0,0.5797634416093946,,176.96264882255332,,1.0140204373436712,1.0,,
36,Intermediate,1.0320179528919715,Endurance,36,Male,3,2,0.5460279950699535,194.93384814380053,101.0,25.960000000000004,Low,9.545878887452412,106.43933827323018,175,106.43933827323018,2,3,0.4191517181895571,0.08883001424454016,0.2696270086268011,210.6758030156302,14.504445193687676,183.80313369004904,102.875,113.0,30.563999238183147,1.0320179528919715,0.5460279950699535,,194.93384814380053,,1.0320179528919715,1.0,0.5460279950699535,,194.93384814380053,,1.0320179528919715,1.0,0.5460279950699535,,194.93384814380053,,1.0320179528919715,1.0,,
36,Intermediate,1.0320179528919715,Endurance,36,Male,3,6,0.3702990330253297,225.4822116045328,104.0,20.680000000000003,High,38.6568566381999,83.49584492157128,175,189.93518319480145,8,6,0.4191517181895571,0.08883001424454016,0.2696270086268011,210.6758030156302,14.504445193687676,183.80313369004904,102.875,113.0,30.563999238183147,1.0320179528919715,0.45816351404764155,-0.1757289620446238,210.20802987416667,30.548363460732254,1.0320179528919715,2.0,0.45816351404764155,-0.1757289620446238,210.20802987416667,30.548363460732254,1.0320179528919715,2.0,0.45816351404764155,-0.1757289620446238,210.20802987416667,30.548363460732254,1.0320179528919715,2.0,0.0,0.0
120,Advanced,0.9201354737713792,Hypertrophy,34,Male,3,7,0.3546585907902886,211.62815566269308,102.0,19.360000000000003,High,44.27364687673388,75.05574345887857,574,75.05574345887857,7,3,0.43567050762981774,0.09816748952628863,0.3546585907902886,200.36841252461574,23.628343825083075,157.43683518320944,97.9,102.0,31.544507354320025,0.9201354737713793,0.3546585907902886,,211.62815566269308,,0.9201354737713792,1.0,0.3546585907902886,,211.62815566269308,,0.9201354737713792,1.0,0.3546585907902886,,211.62815566269308,,0.9201354737713792,1.0,,
5,Intermediate,0.925765985865208,Strength,29,Male,0,8,0.8274210705245966,162.3346199977449,80.0,44.440000000000005,Moderate,22.52364811645615,134.31908506173767,21,134.31908506173767,8,0,0.9181158240541039,0.10389395903054607,0.7594348912649139,142.30663207544484,19.42410590815994,115.36250118149258,75.41666666666667,86.0,14.03135937888706,0.925765985865208,0.8274210705245966,,162.3346199977449,,0.925765985865208,1.0,0.8274210705245966,,162.3346199977449,,0.925765985865208,1.0,0.8274210705245966,,162.3346199977449,,0.925765985865208,1.0,,
9,Advanced,1.1874707979116823,Hypertrophy,33,Female,2,6,0.5296214309828348,167.98112295705351,91.0,26.8,High,35.60665074300715,88.9664027186182,43,88.9664027186182,6,2,0.49956477932793747,0.08529543477707008,0.4120457322169151,179.7963516409728,9.690801711316759,167.98112295705351,95.28571428571429,100.0,39.26105057331217,1.1874707979116823,0.5296214309828348,,167.98112295705351,,1.1874707979116823,1.0,0.5296214309828348,,167.98112295705351,,1.1874707979116823,1.0,0.5296214309828348,,167.98112295705351,,1.1874707979116823,1.0,,
0,Intermediate,0.833217982292962,Strength,32,Male,2,8,0.5210026757163747,153.2578605477664,97.0,26.84,High,39.72726676955879,79.84775541995332,2,79.84775541995332,8,2,0.6790463078309092,0.13718210766059113,0.4326814936202297,167.08547070613733,19.477983729493108,136.8400284727728,91.45454545454545,99.0,21.443825779334432,0.8332179822929621,0.5210026757163747,,153.2578605477664,,0.833217982292962,1.0,0.5210026757163747,,153.2578605477664,,0.833217982292962,1.0,0.5210026757163747,,153.2578605477664,,0.833217982292962,1.0,,
134,Beginner,0.9269249225456284,Strength,18,Male,4,0,0.47188761875974,191.23550665480073,96.0,19.8,Low,0.0,90.24166785764633,643,90.24166785764633,0,4,0.42208365921967894,0.07043343504143525,0.3722796996796179,197.60101608406785,9.002189766283381,191.23550665480073,100.0,104.0,10.554199254254765,0.9269249225456284,0.47188761875974,,191.23550665480073,,0.9269249225456284,1.0,0.47188761875974,,191.23550665480073,,0.9269249225456284,1.0,0.47188761875974,,191.23550665480073,,0.9269249225456284,1.0,,
149,Advanced,1.1984389240503297,Endurance,25,Male,0,0,0.9508920076388528,153.41183153711276,71.0,50.0,Low,0.0,145.87808448587865,710,223.01841372867102,5,3,0.8231770912882491,0.08650364028763191,0.7110299250457557,151.02538014695605,23.45847520169396,114.65084121802936,81.35714285714286,86.0,13.431064234910421,1.1984389240503297,0.681633997927537,0.5385160194226315,170.23746397589935,-33.651264877573176,1.1984389240503297,2.0,0.681633997927537,0.5385160194226315,170.23746397589935,-33.651264877573176,1.1984389240503297,2.0,0.681633997927537,0.5385160194226315,170.23746397589935,-33.651264877573176,1.1984389240503297,2.0,-0.6614720659202564,0.0
20,Beginner,0.9588657464418204,Hypertrophy,22,Male,4,0,0.3889055639287745,204.03608095322824,97.0,19.8,Low,0.0,79.35076712493232,96,79.35076712493232,0,4,0.3889055639287745,,0.3889055639287745,204.03608095322824,,204.03608095322824,97.0,97.0,0.0,0.9588657464418204,0.3889055639287745,,204.03608095322824,,0.9588657464418204,1.0,0.3889055639287745,,204.03608095322824,,0.9588657464418204,1.0,0.3889055639287745,,204.03608095322824,,0.9588657464418204,1.0,,
145,Intermediate,0.9921983828774432,Hypertrophy,24,Male,1,5,0.7766743756337059,156.35350398055044,80.0,39.6,Moderate,17.72985659202371,121.43576008223616,694,121.43576008223616,5,1,0.7276245133317151,0.13120942440733604,0.5945003820351735,165.40430862803024,42.27247216923872,97.32280708863384,85.16666666666667,93.0,22.92552073690264,0.9921983828774432,0.7766743756337059,,156.35350398055044,,0.9921983828774432,1.0,0.7766743756337059,,156.35350398055044,,0.9921983828774432,1.0,0.7766743756337059,,156.35350398055044,,0.9921983828774432,1.0,,
29,Intermediate,0.9093262586829928,Strength,29,Female,0,4,0.7557248061273729,142.65144544636308,72.0,45.2,Low,5.795868390130821,107.80523595374225,137,107.80523595374225,4,0,0.6966787324510111,0.07302627952659277,0.6089096351726372,159.53676826820427,13.513733736887435,136.18311551699944,76.5,82.0,13.156198566611117,0.9093262586829928,0.7557248061273729,,142.65144544636308,,0.9093262586829928,1.0,0.7557248061273729,,142.65144544636308,,0.9093262586829928,1.0,0.7557248061273729,,142.65144544636308,,0.9093262586829928,1.0,,
130,Intermediate,1.0881617226328295,Strength,34,Male,4,2,0.4243303054121053,201.73685015102257,100.0,17.16,Moderate,16.93556526605031,85.60305923745953,623,85.60305923745953,2,4,0.37555897487731843,0.07328590881496785,0.3001958140126198,193.4860833269715,6.14705449289692,187.0747178908077,103.5,107.0,26.482757513279147,1.0881617226328295,0.4243303054121053,,201.73685015102257,,1.0881617226328295,1.0,0.4243303054121053,,201.73685015102257,,1.0881617226328295,1.0,0.4243303054121053,,201.73685015102257,,1.0881617226328295,1.0,,
122,Intermediate,1.038854323222557,Hypertrophy,30,Female,2,5,0.4164500865783139,209.85163953787116,88.0,28.0,Moderate,28.127094394817,87.39273345414756,583,87.39273345414756,5,2,0.44604723521886314,0.06500264300850303,0.3868594089377792,183.1231862773569,21.983114579382587,155.21018712596486,90.3,97.0,23.01907991965434,1.038854323222557,0.4164500865783139,,209.85163953787116,,1.038854323222557,1.0,0.4164500865783139,,209.85163953787116,,1.038854323222557,1.0,0.4164500865783139,,209.85163953787116,,1.038854323222557,1.0,,
53,Intermediate,0.97057177812213,Hypertrophy,24,Male,0,7,0.7622137686847329,197.0549515983085,79.0,45.760000000000005,Moderate,19.752367451349777,150.19799729573435,253,150.19799729573435,7,0,0.7937647039646905,0.1137853821119707,0.6624399569973648,151.9580528962728,25.633303826450618,125.38222521394296,75.83333333333333,82.0,16.430611842970677,0.97057177812213,0.7622137686847329,,197.0549515983085,,0.97057177812213,1.0,0.7622137686847329,,197.0549515983085,,0.97057177812213,1.0,0.7622137686847329,,197.0549515983085,,0.97057177812213,1.0,,
76,Intermediate,1.0903056135072673,Endurance,25,Male,3,5,0.4121847592927466,191.33490299027895,107.0,22.0,High,37.14174885889004,78.86533093334916,367,78.86533093334916,5,3,0.45293599513782407,0.11093279307238955,0.3489436729526946,195.05868672500915,13.1356438521392,173.5247410519935,104.38461538461539,111.0,30.927177943032408,1.0903056135072673,0.4121847592927466,,191.33490299027895,,1.0903056135072673,1.0,0.4121847592927466,,191.33490299027895,,1.0903056135072673,1.0,0.4121847592927466,,191.33490299027895,,1.0903056135072673,1.0,,
0,Intermediate,0.833217982292962,Strength,32,Male,0,7,0.9055001953598342,132.63546546900918,82.0,45.760000000000005,Moderate,17.76041611700597,120.10143989383035,0,199.94919531378366,15,2,0.9601879105993919,0.10403288316201952,0.80179453960814,126.10897428028613,14.007756778503852,106.84056746880594,74.52941176470588,82.0,12.793553638278773,0.833217982292962,0.7132514355381044,0.3844975196434593,142.9466630083878,-20.622395078757226,0.833217982292962,2.0,0.7132514355381044,0.3844975196434593,142.9466630083878,-20.622395078757226,0.833217982292962,2.0,0.7132514355381044,0.3844975196434593,142.9466630083878,-20.622395078757226,0.833217982292962,2.0,-0.4033922038945116,-1.1102230246251565e-16
78,Intermediate,0.7792939227877749,Hypertrophy,24,Female,2,4,0.6794583794526502,143.99485923127716,87.0,29.2,Moderate,26.62091109533355,97.83851370279606,376,97.83851370279606,4,2,0.7380039585207686,0.0819776600016467,0.6794583794526502,142.8795408911438,2.4950496411898366,139.3211548348804,85.42857142857143,88.0,20.29819673735421,0.7792939227877749,0.6794583794526502,,143.99485923127716,,0.7792939227877749,1.0,0.6794583794526502,,143.99485923127716,,0.7792939227877749,1.0,0.6794583794526502,,143.99485923127716,,0.7792939227877749,1.0,,
62,Advanced,1.3,Endurance,40,Male,1,9,0.5852202243660205,173.41521387828206,94.0,34.32000000000001,High,37.85568071841709,101.48609037432966,296,101.48609037432966,9,1,0.7337774241248327,0.1017993336839292,0.5852202243660205,157.60363563577184,20.62608464498645,117.18456668202492,88.9,94.0,22.080446594561074,1.3,0.5852202243660205,,173.41521387828206,,1.3,1.0,0.5852202243660205,,173.41521387828206,,1.3,1.0,0.5852202243660205,,173.41521387828206,,1.3,1.0,,
12,Advanced,1.170490715755684,Strength,26,Male,2,2,0.7190731175727915,163.44392030752678,82.0,34.760000000000005,Low,6.573593029169815,117.52812932385217,57,117.52812932385217,2,2,0.5281648358374038,0.12424269322006125,0.3634794124784932,172.51676188272705,19.707714671395117,139.63516977162632,92.85,98.0,31.377572468307612,1.170490715755684,0.7190731175727915,,163.44392030752678,,1.170490715755684,1.0,0.7190731175727915,,163.44392030752678,,1.170490715755684,1.0,0.7190731175727915,,163.44392030752678,,1.170490715755684,1.0,,
94,Intermediate,1.077045255079773,Strength,18,Male,2,6,0.5363313826875953,187.9642245484268,91.0,29.480000000000004,Moderate,29.657033447124192,100.81111244785939,450,100.81111244785939,6,2,0.48833872748143253,0.10792965131869059,0.376990387865376,175.33355932185088,10.657049773642534,158.6550257428939,94.45454545454545,102.0,35.951548086625046,1.077045255079773,0.5363313826875953,,187.9642245484268,,1.077045255079773,1.0,0.5363313826875953,,187.9642245484268,,1.077045255079773,1.0,0.5363313826875953,,187.9642245484268,,1.077045255079773,1.0,,
